# Server version 0.08 running on XT-PeeCee:8123
# Game ID: 316
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Thu Apr 07 21:16:35 EDT 2016
# Player 1: Player-0, 'MK7NoRandom - TimeLimited iterative', running on 127.0.0.1
# Player 2: Player-1, 'MK7NoRandom', running on 127.0.0.1
START Player-0 MK7NoRandom - TimeLimited iterative
START Player-1 MK7NoRandom
PIT 0 6
PIT 1 6
PIT 0 9
PIT 1 15
PIT 0 19
PIT 1 19
PIT 0 22
PIT 1 13
PIT 0 15
PIT 1 9
GAMEOVER TIMEOUT WINNER 1
# Game ended: Thu Apr 07 21:17:04 EDT 2016
