# Server version 0.08 running on XT-PeeCee:8123
# Game ID: 320
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Thu Apr 07 21:24:35 EDT 2016
# Player 1: Player-0, 'MK7NoRandom - TimeLimited iterative', running on 127.0.0.1
# Player 2: Player-1, 'MK7NoRandom', running on 127.0.0.1
START Player-0 MK7NoRandom - TimeLimited iterative
START Player-1 MK7NoRandom
PIT 0 13
PIT 1 23
PIT 0 14
PIT 1 22
PIT 0 20
PIT 1 4
PIT 0 11
PIT 1 25
PIT 0 4
PIT 1 16
PIT 0 3
PIT 1 1
GAMEOVER TIMEOUT WINNER 1
# Game ended: Thu Apr 07 21:24:55 EDT 2016
