# Server version 0.08 running on XT-PeeCee:8123
# Game ID: 70
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Mon Apr 04 01:39:54 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on XT-PeeCee
# Player 2: Player-1, '260640319', running on XT-PeeCee
START Player-0 RandomHusPlayer
START Player-1 260640319
PIT 0 15
PIT 1 13
PIT 0 21
PIT 1 17
PIT 0 22
PIT 1 16
PIT 0 12
PIT 1 9
PIT 0 19
PIT 1 24
PIT 0 5
PIT 1 19
PIT 0 13
PIT 1 2
PIT 0 10
PIT 1 17
PIT 0 18
PIT 1 24
PIT 0 0
PIT 1 13
PIT 0 1
PIT 1 0
PIT 0 2
GAMEOVER ILLEGAL MOVE: Player 1 plays pit 24 WINNER 0
# Game ended: Mon Apr 04 01:39:57 EDT 2016
