# Server version 0.08 running on XT-PeeCee:8123
# Game ID: 325
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Thu Apr 07 21:30:52 EDT 2016
# Player 1: Player-0, 'MK7NoRandom - TimeLimited iterative', running on 127.0.0.1
# Player 2: Player-1, 'MK7NoRandom', running on 127.0.0.1
START Player-0 MK7NoRandom - TimeLimited iterative
START Player-1 MK7NoRandom
PIT 0 4
PIT 1 23
PIT 0 10
PIT 1 14
PIT 0 23
PIT 1 17
PIT 0 2
PIT 1 18
PIT 0 0
PIT 1 3
PIT 0 14
PIT 1 26
PIT 0 1
PIT 1 2
GAMEOVER TIMEOUT WINNER 1
# Game ended: Thu Apr 07 21:31:12 EDT 2016
