# Server version 0.08 running on XT-PeeCee:8123
# Game ID: 125
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Mon Apr 04 21:44:12 EDT 2016
# Player 1: Player-0, 'MK3', running on 127.0.0.1
# Player 2: Player-1, '260638099', running on 127.0.0.1
START Player-0 MK3
START Player-1 260638099
PIT 0 0
PIT 1 20
PIT 0 12
PIT 1 5
PIT 0 16
PIT 1 23
PIT 0 17
PIT 1 14
PIT 0 29
PIT 1 20
PIT 0 10
PIT 1 17
PIT 0 14
PIT 1 0
PIT 0 15
PIT 1 4
PIT 0 18
PIT 1 21
PIT 0 3
PIT 1 27
PIT 0 19
GAMEOVER WINNER 0
# Game ended: Mon Apr 04 21:44:13 EDT 2016
