# Server version 0.08 running on XT-PeeCee:8123
# Game ID: 277
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Thu Apr 07 19:10:56 EDT 2016
# Player 1: Player-0, 'Iterative +  vanilla', running on 127.0.0.1
# Player 2: Player-1, 'MK7NoRandom', running on 127.0.0.1
START Player-0 Iterative +  vanilla
START Player-1 MK7NoRandom
PIT 0 22
PIT 1 22
PIT 0 7
PIT 1 1
PIT 0 17
PIT 1 16
PIT 0 14
PIT 1 20
PIT 0 19
PIT 1 19
PIT 0 1
PIT 1 17
PIT 0 13
PIT 1 1
PIT 0 0
PIT 1 3
PIT 0 3
PIT 1 4
PIT 0 6
PIT 1 17
GAMEOVER WINNER 1
# Game ended: Thu Apr 07 19:11:44 EDT 2016
