# Server version 0.08 running on XT-PeeCee:8123
# Game ID: 322
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Thu Apr 07 21:29:04 EDT 2016
# Player 1: Player-0, 'MK7NoRandom - TimeLimited iterative', running on 127.0.0.1
# Player 2: Player-1, 'MK7NoRandom', running on 127.0.0.1
START Player-0 MK7NoRandom - TimeLimited iterative
START Player-1 MK7NoRandom
PIT 0 17
PIT 1 3
PIT 0 20
PIT 1 15
PIT 0 8
PIT 1 16
PIT 0 1
PIT 1 17
PIT 0 15
PIT 1 9
PIT 0 0
PIT 1 2
PIT 0 11
PIT 1 3
GAMEOVER TIMEOUT WINNER 1
# Game ended: Thu Apr 07 21:29:23 EDT 2016
