# Server version 0.08 running on XT-PeeCee:8123
# Game ID: 323
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Thu Apr 07 21:30:25 EDT 2016
# Player 1: Player-0, 'MK7NoRandom - TimeLimited iterative', running on 127.0.0.1
# Player 2: Player-1, 'MK7NoRandom', running on 127.0.0.1
START Player-0 MK7NoRandom - TimeLimited iterative
START Player-1 MK7NoRandom
PIT 0 8
PIT 1 22
PIT 0 4
PIT 1 9
PIT 0 2
PIT 1 21
PIT 0 20
PIT 1 12
PIT 0 0
PIT 1 18
PIT 0 11
PIT 1 5
PIT 0 1
PIT 1 23
GAMEOVER DISCONNECTION Player-1 WINNER 0
# Game ended: Thu Apr 07 21:30:41 EDT 2016
