# Server version 0.08 running on XT-PeeCee:8123
# Game ID: 346
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Thu Apr 07 21:55:45 EDT 2016
# Player 1: Player-0, 'MK7NoRandom - TimeLimited iterative', running on 127.0.0.1
# Player 2: Player-1, 'MK7NoRandom', running on 127.0.0.1
START Player-0 MK7NoRandom - TimeLimited iterative
START Player-1 MK7NoRandom
PIT 0 8
PIT 1 22
PIT 0 21
PIT 1 4
PIT 0 4
PIT 1 16
PIT 0 14
PIT 1 10
PIT 0 1
PIT 1 27
GAMEOVER DISCONNECTION Player-1 WINNER 0
# Game ended: Thu Apr 07 21:55:57 EDT 2016
